"Hostname","Local time","Universal time","RTC time","Time zone","System clock synchronized","NTP service"
"ip-10-187-1-21.ap-southeast-1.compute.internal","Mon 2023-10-02 09:50:52 UTC","Mon 2023-10-02 09:50:52 UTC","Mon 2023-10-02 09:50:53","n/a (UTC, +0000)","yes","yes"
